resource_code,name,type,category,unit,price_avg,price_min,price_max,price_median,price_variants,currency,avg_cost_per_use,avg_qty_per_use,usage_count,used_in_work_items,parent_category,parent_collection,parent_department,parent_section
RITO-TO-KATO-KARI_KAMELISA,"Bezszwowe stalowe rury formowane na gorąco z fazowanymi krawędziami ze stali klasy 10, 20, 35, średnica zewnętrzna 325 mm, grubość ścianki 10 mm",Material,Linia dalekosiężna i linie polowe,m,1005.61703,1005.61703,1005.61703,1005.61703,5,PLN,4563.49008214,4.5379999999999985,5,5,Linia dalekosiężna i linie polowe,RISA,MONTAŻ ZAWORÓW KOŃCOWYCH,Węzły liniowych zaworów odcinających dla rurociągów naftowych
RITO-TO-KATO-KARI_KAMELITO,"Bezszwowe stalowe rury formowane na gorąco z fazowanymi krawędziami ze stali klasy 10, 20, 35, średnica zewnętrzna 325 mm, grubość ścianki 8 mm",Material,Wewnętrzne rurociągi,m,809.6182820000001,809.6182820000001,809.6182820000001,809.6182820000001,11,PLN,25859.207927080002,31.939999999999998,11,11,Wewnętrzne rurociągi,MENE,RURY STALOWE,Układanie rur grzewczych i gazowych z bezszwowych rur stalowych
RITO-TO-KATO-KARI_KAMEMEDX,"Rury stalowe bezszwowe, na gorąco formowane z zaokrąglonymi krawędziami ze stali marek 10, 20, 35, średnica zewnętrzna 133 mm, grubość ścianki 10 mm",Material,Wyposażenie dla elektrowni jądrowych,m,383.524273,383.524273,383.524273,383.524273,2,PLN,47945.903464822,125.014,2,2,Wyposażenie dla elektrowni jądrowych,METO,ELEKTROWNIE JĄDROWE,WYTWORNICA Z REAKTOREM ENERGII WODOROWEJ (REAKTOR ENERGII WODOROWEJ)
RITO-TO-KATO-KARI_KAMEMEME,"Rury stalowe bezszwowe, gorącowalcowane z fazowanymi krawędziami ze stali klasy 10, 20, 35, średnica zewnętrzna 133 mm, grubość ścianki 4 mm",Material,Wewnętrzne rurociągi,m,160.975936,160.975936,160.975936,160.975936,8,PLN,78.97881859999998,0.490625,8,8,Wewnętrzne rurociągi,MENE,MONTAŻ ARMATURY SANITARNO-TECHNICZNEJ I HYDRAULICZNE TESTOWANIE SYSTEMÓW,Podłączenie do istniejących wewnętrznych sieci grzewczych i wodociągowych
RITO-TO-KATO-KARI_KAMEMESA,"Bezszwowe stalowe rury formowane na gorąco z fazowanymi krawędziami ze stali klasy 10, 20, 35, średnica zewnętrzna 133 mm, grubość ścianki 6 mm",Material,"Prace palowe, wykopy, wzmacnianie gruntu",m,237.602167,237.602167,237.602167,237.602167,2,PLN,133.294815687,0.561,2,2,"Prace palowe, wykopy, wzmacnianie gruntu",SA,PRACE PAŁOWE,"PRACE KOTWICZENIOWE, PROWADZONE POD WARUNKAMI ŻEGLARSKIMI"
RITO-TO-KATO-KARI_KAMEMETO,"Rury stalowe bezszwowe, formowane na gorąco z fazowanymi krawędziami ze stali klasy 10, 20, 35, średnica zewnętrzna 133 mm, grubość ścianki 5 mm",Material,"Prace palowe, wykopy, wzmacnianie gruntu",m,199.546226,199.546226,199.546226,199.546226,2,PLN,111.945432786,0.561,2,2,"Prace palowe, wykopy, wzmacnianie gruntu",SA,PRACE PAŁOWE,"PRACE KOTWICZENIOWE, PROWADZONE POD WARUNKAMI ŻEGLARSKIMI"
RITO-TO-KATO-KARI_KAMENELI,"Bezszwowe stalowe rury formowane na gorąco z fazowanymi krawędziami ze stali klasy 10, 20, 35, średnica zewnętrzna 273 mm, grubość ścianki 12 mm",Material,Wyposażenie dla przedsiębiorstw przemysłu chemicznego i naftowego,m,994.7627359999999,994.762736,994.762736,994.762736,17,PLN,958.4831538635294,0.9635294117647059,17,17,Wyposażenie dla przedsiębiorstw przemysłu chemicznego i naftowego,MEVO,OGÓLNE WYPOSAŻENIE,WYPOSAŻENIE DOSTARCZANE W DUŻYCH BLOKACH
RITO-TO-KATO-KARI_KAMENEME,"Bezszwowe stalowe rury formowane na gorąco z fazowanymi krawędziami ze stali klasy 10, 20, 35, średnica zewnętrzna 219 mm, grubość ścianki 10 mm",Material,Wyposażenie dla przedsiębiorstw przemysłu chemicznego i naftowego,m,651.727263,651.727263,651.727263,651.727263,17,PLN,223.50411431117647,0.3429411764705883,17,17,Wyposażenie dla przedsiębiorstw przemysłu chemicznego i naftowego,MEVO,OGÓLNE WYPOSAŻENIE,WYPOSAŻENIE DOSTARCZANE W DUŻYCH BLOKACH
RITO-TO-KATO-KARI_KAMENENE,"Bezszwowe stalowe rury formowane na gorąco z fazowanymi krawędziami ze stali gatunków 10, 20, 35, średnica zewnętrzna 273 mm, grubość ścianki 11 mm",Material,Otwory wiertnicze,m,916.442802,916.442802,916.442802,916.442802,1,PLN,6598.3881744,7.2,1,1,Otwory wiertnicze,PU,WIERTENIA,INNE METODY WIERTENIA
RITO-TO-KATO-KARI_KAMENERI,"Nahtlose, warmgeformte rury stalowe z fazowanymi krawędziami ze stali klasy jakości 10, 20, 35, średnica zewnętrzna 273 mm, grubość ścianki 7 mm",Material,"Prace palowe, wykopy, wzmacnianie gruntu",m,594.462682,594.462682,594.462682,594.462682,6,PLN,319.4246144613333,0.5373333333333333,6,6,"Prace palowe, wykopy, wzmacnianie gruntu",SA,PRACE PAŁOWE,PRACE PALOWE PROWADZONE W WARUNKACH MORSKICH Z STATKÓW
RITO-TO-KATO-KARI_KAMENETO,"Bezszwowe gorącowalcowane rury stalowe z fazowanymi krawędziami ze stali klasy 10, 20, 35, średnica zewnętrzna 273 mm, grubość ścianki 8 mm",Material,Wewnętrzne rurociągi,m,676.7985400000001,676.7985400000001,676.7985400000001,676.7985400000001,3,PLN,47231.60435127201,69.7868,3,3,Wewnętrzne rurociągi,MENE,RURY STALOWE,Układanie rur grzewczych i gazowych z bezszwowych rur stalowych
RITO-TO-KATO-KARI_KAMEPUKA,"Rury stalowe bezszwowe, na gorąco formowane z fazowanymi krawędziami ze stali klasy 10, 20, 35, średnica zewnętrzna 159 mm, grubość ścianki 7 mm",Material,Prace budowlane tuneli,m,329.7212490000001,329.72124900000006,329.72124900000006,329.72124900000006,7,PLN,769.663601237143,2.334285714285714,7,7,Prace budowlane tuneli,TOSA,"PRACE GÓRNICZE, KTÓRE SĄ WYKONYWANE W ZWYKŁY SPOSÓB",TRWAŁE MOCOWANIE PIONOWYCH STUDNI I STUDNI O OKRĄGŁYM PRZEKROJU ORAZ ICH WYLOTÓW
RITO-TO-KATO-KARI_KAMEPUME,"Rury stalowe bezszwowe, gorącowalcowane z fazowanymi krawędziami ze stali gatunków 10, 20, 35, średnica zewnętrzna 159 mm, grubość ścianki 8 mm",Material,Linia dalekosiężna i linie polowe,m,372.79944900000004,372.79944900000004,372.79944900000004,372.79944900000004,2,PLN,29.823955920000003,0.08,2,2,Linia dalekosiężna i linie polowe,RISA,CZYSZCZENIE KAWERNY I BADANIE RUR,Montaż i demontaż tymczasowej instalacji do prób pneumatycznych oraz czyszczenia rurociągów o średnicy nominalnej 100–1400 mm przez dmuchanie powietrzem
RITO-TO-KATO-KARI_KAMEPUPU,"Bezszwowe, gorącowalcowane rury stalowe z fazowanymi krawędziami ze stali klasy jakości 10, 20, 35, średnica zewnętrzna 168 mm, grubość ścianki 8 mm",Material,Tunele i metro,m,399.23369200000025,399.233692,399.233692,399.233692,55,PLN,1488.9529425056,3.729527272727273,55,55,Tunele i metro,RIDX,ZAMKNIĘTA FORMA PRACY,PRZESUNIĘCIE SKOSÓW I WZNOSZĄCE SIĘ PLACÓW BUDOWY
RITO-TO-KATO-KARI_KAMEPUTO,"Bezszwowe stalowe rury formowane na gorąco z fazowanymi krawędziami ze stali klasy 10, 20, 35, średnica zewnętrzna 159 mm, grubość ścianki 10 mm",Material,Wyposażenie dla walcowni,m,455.65671800000007,455.65671800000007,455.65671800000007,455.65671800000007,8,PLN,36509.49452975001,80.125,8,8,Wyposażenie dla walcowni,MEPU,SYSTEMY DO GRUBYCH I CIEKŁYCH ŚRODKÓW SMARUJĄCYCH,SYSTEMY CIEKŁEGO SMARU
RITO-TO-KATO-KARI_KAMEPUVO,"Bezszwowe, gorącowalcowane rury stalowe z fazowanymi krawędziami ze stali klasy 10, 20, 35, średnica zewnętrzna 168 mm, grubość ścianki 9 mm",Material,Tunele i metro,m,446.45140100000003,446.45140100000003,446.45140100000003,446.45140100000003,1,PLN,2174.21832287,4.87,1,1,Tunele i metro,RIDX,ZAMKNIĘTA FORMA PRACY,PRACE TUNELARNE I KOPALNIANE
RITO-TO-KATO-KARI_KAMERIDX,"Bezszwowe stalowe rury gorącowalcowane z fazowanymi krawędziami ze stali klasy 10, 20, 35, średnica zewnętrzna 152 mm, grubość ścianki 5 mm",Material,"Prace palowe, wykopy, wzmacnianie gruntu",m,231.114543,231.114543,231.114543,231.114543,24,PLN,753.9341583565,3.262166666666666,24,24,"Prace palowe, wykopy, wzmacnianie gruntu",SA,PRACE PAŁOWE,"PRACE KOTWICZENIOWE, PROWADZONE POD WARUNKAMI ŻEGLARSKIMI"
RITO-TO-KATO-KARI_KAMERIME,"Rury stalowe bezszwowe, formowane na gorąco z fazowanymi krawędziami ze stali klas jakości 10, 20, 35, średnica zewnętrzna 146 mm, grubość ścianki 5 mm",Material,"Prace palowe, wykopy, wzmacnianie gruntu",m,219.921273,219.921273,219.921273,219.921273,4,PLN,35.18740368,0.16,4,4,"Prace palowe, wykopy, wzmacnianie gruntu",SA,PRACE PAŁOWE,"PRACE KOTWICZENIOWE, PROWADZONE POD WARUNKAMI ŻEGLARSKIMI"
RITO-TO-KATO-KARI_KAMERISA,"Bezszwowe, ciepłotłoczone rury stalowe z fazowanymi krawędziami ze stali klasy jakości 10, 20, 35, średnica zewnętrzna 146 mm, grubość ścianki 8 mm",Material,Tunele i metro,m,344.3843149999999,344.384315,344.384315,344.384315,63,PLN,1133.2397732073177,3.290625396825397,63,63,Tunele i metro,RIDX,ZAMKNIĘTA FORMA PRACY,PRZESUNIĘCIE SKOSÓW I WZNOSZĄCE SIĘ PLACÓW BUDOWY
RITO-TO-KATO-KARI_KAMERIVO,"Rury stalowe bezszwowe, gorącowalcowane z fazowanymi krawędziami ze stali klasy 10, 20, 35, średnica zewnętrzna 152 mm, grubość ścianki 4,5 mm",Material,Prace budowlane tuneli,m,210.23927100000003,210.23927100000003,210.23927100000003,210.23927100000003,3,PLN,21444.405642,102.0,3,3,Prace budowlane tuneli,TOSA,"PRACE GÓRNICZE, KTÓRE SĄ WYKONYWANE W ZWYKŁY SPOSÓB",WIERCENIA TECHNICZNE W OBIEKTACH GÓRNICZYCH
RITO-TO-KATO-KARI_KAMESADX,"Rury stalowe bezszwowe, na gorąco formowane z fazowanymi krawędziami ze stali klasy 10, 20, 35, średnica zewnętrzna 219 mm, grubość ścianki 8 mm",Material,Linia dalekosiężna i linie polowe,m,526.4309049999998,526.430905,526.430905,526.430905,21,PLN,1850.1639769470003,3.5145428571428567,21,21,Linia dalekosiężna i linie polowe,RISA,MONTAŻ ZAWORÓW KOŃCOWYCH,Węzły liniowych zaworów odcinających dla rurociągów naftowych
RITO-TO-KATO-KARI_KAMESALI,"Bezszwowe, gorącowalcowane rury stalowe z fazowanymi krawędziami ze stali klasy 10, 20, 35, średnica zewnętrzna 219 mm, grubość ścianki 6 mm",Material,Wewnętrzne rurociągi,m,414.047414,414.047414,414.047414,414.047414,9,PLN,3351.943842671111,8.095555555555555,9,9,Wewnętrzne rurociągi,MENE,WODOMIERZE I WODOMIERZE (LICZNIKI),"Montaż wodomierzy z wykonaniem instalacji rurowej w miejscu montażu, z obejściem"
RITO-TO-KATO-KARI_KAMESAVO,"Bezszwowe, gorącowalcowane rury stalowe z fazowanymi krawędziami ze stali klasy 10, 20, 35, średnica zewnętrzna 219 mm, grubość ścianki 7 mm",Material,Wewnętrzne rurociągi,m,462.824648,462.824648,462.824648,462.824648,3,PLN,28756.83812906667,62.13333333333333,3,3,Wewnętrzne rurociągi,MENE,RURY STALOWE,Układanie rur grzewczych i gazowych z bezszwowych rur stalowych
RITO-TO-KATO-KARI_KAMETODX,"Bezszwowe stalowe rury na gorąco formowane z fazowanymi krawędziami ze stali klasy 10, 20, 35, średnica zewnętrzna 159 mm, grubość ścianki 6 mm",Material,"Prace palowe, wykopy, wzmacnianie gruntu",m,286.29230300000006,286.292303,286.292303,286.292303,30,PLN,2500.3051990202002,8.7334,30,30,"Prace palowe, wykopy, wzmacnianie gruntu",SA,PRACE PAŁOWE,"PRACE KOTWICZENIOWE, PROWADZONE POD WARUNKAMI ŻEGLARSKIMI"
RITO-TO-KATO-KARI_KAMETOLI,"Bezszwowe stalowe rury gorącowalcowane z fazowanymi krawędziami ze stali klasy 10, 20, 35, średnica zewnętrzna 159 mm, grubość ścianki 5 mm",Material,"Prace palowe, wykopy, wzmacnianie gruntu",m,275.42460000000005,275.42460000000005,275.42460000000005,275.42460000000005,3,PLN,139.73208040000003,0.5073333333333334,3,3,"Prace palowe, wykopy, wzmacnianie gruntu",SA,PRACE PAŁOWE,"PRACE KOTWICZENIOWE, PROWADZONE POD WARUNKAMI ŻEGLARSKIMI"
RITO-TO-KATO-KARI_KAMETOME,"Rury stalowe bezszwowe, gorącowalcowane z fazowanymi krawędziami ze stali klasy 10, 20, 35, średnica zewnętrzna 152 mm, grubość ścianki 6 mm",Material,"Prace palowe, wykopy, wzmacnianie gruntu",m,273.142859,273.142859,273.142859,273.142859,5,PLN,92.70468634459999,0.33940000000000003,5,5,"Prace palowe, wykopy, wzmacnianie gruntu",SA,PRACE PAŁOWE,"PRACE KOTWICZENIOWE, PROWADZONE POD WARUNKAMI ŻEGLARSKIMI"
RITO-TO-KATO-KARI_KAMETONE,"Bezszwowe stalowe rury formowane na gorąco z fazowanymi krawędziami ze stali klasy 10, 20, 35, średnica zewnętrzna 159 mm, grubość ścianki 4,5 mm",Material,Tunele i metro,m,216.868135,216.868135,216.868135,216.868135,17,PLN,1463.9874807411763,6.750588235294118,17,17,Tunele i metro,RIDX,OTWARTA FORMA PRACY,MONOLITYCZNE KONSTRUKCJE BETONOWE I ŻELBETONOWE
RITO-TO-KATO-KARI_KAMEVOLI,"Bezszwowe, stalowe rury formowane na gorąco z fazowanymi krawędziami ze stali klasy 10, 20, 35, średnica zewnętrzna 426 mm, grubość ścianki 9 mm",Material,Wewnętrzne rurociągi,m,1216.637829,1216.637829,1216.637829,1216.637829,1,PLN,3151.09197711,2.59,1,1,Wewnętrzne rurociągi,MENE,WODOMIERZE I WODOMIERZE (LICZNIKI),"Montaż wodomierzy z wykonaniem instalacji rurowej w miejscu montażu, z obejściem"
RITO-TO-KATO-KARI_KAMEVOPU,"Rury stalowe bezszwowe, gorącowalcowane z fazowanymi krawędziami ze stali gatunków 10, 20, 35, średnica zewnętrzna 377 mm, grubość ścianki 10 mm",Material,Linia dalekosiężna i linie polowe,m,1189.8187070000001,1189.8187070000001,1189.8187070000001,1189.8187070000001,2,PLN,214.16736726000002,0.18,2,2,Linia dalekosiężna i linie polowe,RISA,CZYSZCZENIE KAWERNY I BADANIE RUR,Montaż i demontaż tymczasowej instalacji do prób pneumatycznych oraz czyszczenia rurociągów o średnicy nominalnej 100–1400 mm przez dmuchanie powietrzem
RITO-TO-KATO-KARI_KAMEVOTO,"Bezszwowe stalowe rury formowane na gorąco z fazowanymi krawędziami ze stali klasy 10, 20, 35, średnica zewnętrzna 377 mm, grubość ścianki 9 mm",Material,Wewnętrzne rurociągi,m,1073.7429670000001,1073.7429670000001,1073.7429670000001,1073.7429670000001,1,PLN,100931.83889800002,94.0,1,1,Wewnętrzne rurociągi,MENE,RURY STALOWE,Układanie rur grzewczych i gazowych z bezszwowych rur stalowych
RITO-TO-KATO-KARI_KAMEVOVO,"Bezszwowe stalowe rury formowane na gorąco z fazowanymi krawędziami ze stali klasy 10, 20, 35, średnica zewnętrzna 426 mm, grubość ścianki 10 mm",Material,Wewnętrzne rurociągi,m,1348.7666720000002,1348.7666720000002,1348.7666720000002,1348.7666720000002,1,PLN,128132.83384000002,95.0,1,1,Wewnętrzne rurociągi,MENE,RURY STALOWE,Układanie rur grzewczych i gazowych z bezszwowych rur stalowych
RITO-TO-KATO-KARI_MERIDXRI,"Bezszwowe stalowe rury formowane na gorąco z fazowanymi krawędziami ze stali klasy jakości 10, 20, 35, średnica zewnętrzna 89 mm, grubość ścianki 8 mm",Material,Tunele i metro,m,226.045204,226.045204,226.045204,226.045204,17,PLN,105.17750374352941,0.46529411764705886,17,17,Tunele i metro,RIDX,ZAMKNIĘTA FORMA PRACY,PRACE TUNELARNE I KOPALNIANE
RITO-TO-KATO-KARI_MERIMEKA,"Rury stalowe bezszwowe, na gorąco formowane z krawędziami ściętymi ze stali klasy 10, 20, 35, średnica zewnętrzna 102 mm, grubość ścianki 9,5 mm",Material,Tunele i metro,m,306.539057,306.539057,306.539057,306.539057,4,PLN,12.261562280000001,0.04,4,4,Tunele i metro,RIDX,ZAMKNIĘTA FORMA PRACY,INNE PRACE
RITO-TO-KATO-KARI_MERIMEPU,"Bezszwowe stalowe rury formowane na gorąco z fazowanymi krawędziami ze stali klasy jakości 10, 20, 35, średnica zewnętrzna 108 mm, grubość ścianki 7,5 mm",Material,Tunele i metro,m,235.11751999999998,235.11751999999998,235.11751999999998,235.11751999999998,17,PLN,118.25028211764705,0.5029411764705882,17,17,Tunele i metro,RIDX,ZAMKNIĘTA FORMA PRACY,PRACE TUNELARNE I KOPALNIANE
RITO-TO-KAVO-KAME,"Rury stalowe, kwadratowe",Other,Konstrukcje metalowe do budowy,t,8133.824237715001,8133.824237715001,8133.824237715001,8133.824237715001,1,PLN,,,1,1,Konstrukcje metalowe do budowy,DX,KONSTRUKCJE PRZY BUDOWIE GŁÓWNYCH I PRZEMYSŁOWYCH RUR,produkcja konstrukcji metalowych
RITO-TO-KAVO-KAME_KAKAPUDX,"Spawane rury stalowe kwadratowe, wymiary 60 x 60 mm, grubość 3,5 mm",Material,Tunele i metro,t,5931.2385,5931.2385,5931.2385,5931.2385,5,PLN,59.312385000000006,0.01,5,5,Tunele i metro,RIDX,ZAMKNIĘTA FORMA PRACY,PRACE TUNELARNE I KOPALNIANE
RITO-TO-KAVO-KAME_KAKAPURI,"Spawane elektrycznie rury kwadratowe ze stali, wymiary 50 x 50 mm, grubość ścianki 3 mm",Material,Tunele i metro,t,5653.543500000001,5653.543500000001,5653.543500000001,5653.543500000001,9,PLN,11.307087000000001,0.002,9,9,Tunele i metro,RIDX,ZAMKNIĘTA FORMA PRACY,PRACE TUNELARNE I KOPALNIANE
RITO-TO-KAVO-KAME_KAKARILI,"Spawane elektrycznie rury stalowe kwadratowe, wymiary 40 x 40 mm, grubość ścianki 4 mm",Material,Tunele i metro,t,6134.04,6134.040000000001,6134.040000000001,6134.040000000001,66,PLN,125.61770400000003,0.020478787878787878,66,66,Tunele i metro,RIDX,ZAMKNIĘTA FORMA PRACY,PRACE TUNELARNE I KOPALNIANE
RITO-TO-MEME-KAME,Termometryczne otwory wiertnicze z osłoną,Other,"Prace palowe, wykopy, wzmacnianie gruntu",Sztuka,4596.46259453667,4596.46259453667,4596.46259453667,4596.46259453667,4,PLN,,,4,4,"Prace palowe, wykopy, wzmacnianie gruntu",SA,PRACE PAŁOWE,PRACE KOTWICZENIOWE PROWADZONE W ZAMROŻONYCH I WIECZNYCH GRUNTACH
RITO-TO-MEME-KARI,Termostabilizatory,Other,"Prace palowe, wykopy, wzmacnianie gruntu",Sztuka,2069.63597055501,2069.63597055501,2069.63597055501,2069.63597055501,1,PLN,,,1,1,"Prace palowe, wykopy, wzmacnianie gruntu",SA,PRACE PAŁOWE,PRACE KOTWICZENIOWE PROWADZONE W ZAMROŻONYCH I WIECZNYCH GRUNTACH
RITO-VO-KAME-KALI_MEKAKAPU,"Złączki polimerowe, średnica 50 x 50 mm",Material,"Prace palowe, wykopy, wzmacnianie gruntu",10 sztuk,453.73900000000003,453.73900000000003,453.73900000000003,453.73900000000003,4,PLN,7.7135630000000015,0.017,4,4,"Prace palowe, wykopy, wzmacnianie gruntu",SA,WZMACNIANIE GRUNTU,Mocowanie ścian wykopów za pomocą kotew gruntowych (AI) o obliczonej nośności na rozciąganie do 42 t
RITO-VO-KAME-MESA,Refnet (rozdzielacz),Other,Wentylacja i klimatyzacja,kompletny,258.79840502439004,258.79840502439004,258.79840502439004,258.79840502439004,1,PLN,1293.99202512195,5.0,1,1,Wentylacja i klimatyzacja,RIKA,KLIMATYZACJA,Układanie rur z metali nieżelaznych
RITO-VO-KAME-METO_KAKAKAME,"Uniwersalne złącza rozdzielcze z nakrętką, proste, z gwintem wewnętrznym i zewnętrznym, rozmiar 1 1/2""",Material,Wyposażenie dla przedsiębiorstw przemysłu chemicznego i naftowego,10 sztuk,1946.8626100000001,1946.8626100000001,1946.8626100000001,1946.8626100000001,11,PLN,548.661281,0.2818181818181818,11,11,Wyposażenie dla przedsiębiorstw przemysłu chemicznego i naftowego,MEVO,OGÓLNE WYPOSAŻENIE,WYPOSAŻENIE STACJI BENZYNOWYCH
RITO-VO-KAME-RIRI_KAKAMENE,"Uniwersalne kątowniki mosiężne z gwintem wewnętrznym, rozmiar gwintu 1""",Material,Technologiczne rurociągi,10 sztuk,496.41207,496.41207,496.41207,496.41207,2,PLN,12658.507785000002,25.5,2,2,Technologiczne rurociągi,MERI,RURY DLA SYSTEMÓW AUTOMATYZACJI,RURY ZE STALI WĘGLOWEJ I NISKOSTOPOWEJ
RITO-VO-KAPU-KADX_KAKAKARI,"Zabezpieczenie końcowe, kurczliwe, średnica 40/75, 40/90, 50/90 mm",Material,Zaopatrzenie w ciepło i rurociągi gazowe – rurociągi zewnętrzne,Sztuka,237.92076,237.92076,237.92076,237.92076,1,PLN,2379.2076,10.0,1,1,Zaopatrzenie w ciepło i rurociągi gazowe – rurociągi zewnętrzne,RIPU,DOSTAWA CIEPŁA – SIECI ZEWNĘTRZNE,UKŁADANIE RUR GRZEWCZYCH Z IZOLACJĄ Z PIANKI POLIURETANOWEJ
RITO-VO-KAPU-KAME,Eliptyczne korki ze stali,Other,Zaopatrzenie w ciepło i rurociągi gazowe – rurociągi zewnętrzne,Sztuka,258.57970858368014,258.57970858368003,258.57970858368003,258.57970858368003,15,PLN,485.8712724287349,1.879,15,15,Zaopatrzenie w ciepło i rurociągi gazowe – rurociągi zewnętrzne,RIPU,GAZOCIĄGI W MIASTACH I OSIEDLACH,ZAMYKANIE I ZAMKNIĘCIE CZYNNYCH INSTALACJI GAZOWYCH
RITO-VO-KAPU-KAME_KAKAMELI,"Eliptyczny korek, gatunek stali 20, ciśnienie nominalne 10 MPa, średnica nominalna 50 mm, średnica zewnętrzna 57 mm, grubość ścianki 3,0 mm",Material,Zaopatrzenie w ciepło i rurociągi gazowe – rurociągi zewnętrzne,Sztuka,2.671812,2.671812,2.671812,2.671812,1,PLN,53.43624,20.0,1,1,Zaopatrzenie w ciepło i rurociągi gazowe – rurociągi zewnętrzne,RIPU,GAZOCIĄGI W MIASTACH I OSIEDLACH,ZAMYKANIE I ZAMKNIĘCIE CZYNNYCH INSTALACJI GAZOWYCH
RITO-VO-KAPU-KAME_KAKAPURI,"Eliptyczny korek, stal klasy 20, ciśnienie nominalne 10 MPa, średnica nominalna 500 mm, średnica zewnętrzna 530 mm, grubość ścianki 10,0 mm",Material,Zaopatrzenie w ciepło i rurociągi gazowe – rurociągi zewnętrzne,Sztuka,435.20360400000004,435.20360400000004,435.20360400000004,435.20360400000004,1,PLN,8704.072080000002,20.0,1,1,Zaopatrzenie w ciepło i rurociągi gazowe – rurociągi zewnętrzne,RIPU,GAZOCIĄGI W MIASTACH I OSIEDLACH,ZAMYKANIE I ZAMKNIĘCIE CZYNNYCH INSTALACJI GAZOWYCH
RITO-VO-KAPU-KAME_KAKARIDX,"Eliptyczny korek, stal klasy 20, ciśnienie nominalne 10 MPa, średnica nominalna 200 mm, średnica zewnętrzna 219 mm, grubość ścianki 8,0 mm",Material,Zaopatrzenie w ciepło i rurociągi gazowe – rurociągi zewnętrzne,Sztuka,81.594216,81.594216,81.594216,81.594216,1,PLN,1631.8843200000001,20.0,1,1,Zaopatrzenie w ciepło i rurociągi gazowe – rurociągi zewnętrzne,RIPU,GAZOCIĄGI W MIASTACH I OSIEDLACH,ZAMYKANIE I ZAMKNIĘCIE CZYNNYCH INSTALACJI GAZOWYCH
RITO-VO-KAPU-KAME_KAKARILI,"Eliptyczny korek, stal klasy 20, ciśnienie nominalne 10 MPa, średnica nominalna 150 mm, średnica zewnętrzna 159 mm, grubość ścianki 4,5 mm",Material,Zaopatrzenie w ciepło i rurociągi gazowe – rurociągi zewnętrzne,Sztuka,23.788512,23.788512,23.788512,23.788512,1,PLN,475.77024,20.0,1,1,Zaopatrzenie w ciepło i rurociągi gazowe – rurociągi zewnętrzne,RIPU,GAZOCIĄGI W MIASTACH I OSIEDLACH,ZAMYKANIE I ZAMKNIĘCIE CZYNNYCH INSTALACJI GAZOWYCH
RITO-VO-KAPU-KAME_KAKARIME,"Eliptyczny korek, stal klasy 20, ciśnienie nominalne 10 MPa, średnica nominalna 80 mm, średnica zewnętrzna 89 mm, grubość ścianki 3,5 mm",Material,Zaopatrzenie w ciepło i rurociągi gazowe – rurociągi zewnętrzne,Sztuka,5.980392,5.980392,5.980392,5.980392,1,PLN,119.60784000000001,20.0,1,1,Zaopatrzenie w ciepło i rurociągi gazowe – rurociągi zewnętrzne,RIPU,GAZOCIĄGI W MIASTACH I OSIEDLACH,ZAMYKANIE I ZAMKNIĘCIE CZYNNYCH INSTALACJI GAZOWYCH
RITO-VO-KAPU-KAME_KAKARINE,"Zatyczka eliptyczna, stal gatunku 20, ciśnienie nominalne 10 MPa, średnica nominalna 125 mm, średnica zewnętrzna 133 mm, grubość ścianki 8,0 mm",Material,Wyposażenie dla przedsiębiorstw przemysłu chemicznego i naftowego,Sztuka,53.315064,53.315064,53.315064,53.315064,12,PLN,390.977136,7.333333333333333,12,12,Wyposażenie dla przedsiębiorstw przemysłu chemicznego i naftowego,MEVO,WYPOSAŻENIE DLA PRZEMYSŁU LEŚNEGO CHEMICZNEGO,"Aparaty kolumnowe tytanowe (kolumny destylacyjne, wstępne skraplacze, ekstraktory)"
RITO-VO-KAPU-KAME_KAKARISA,"Eliptyczny korek, stal klasy 20, ciśnienie nominalne 10 MPa, średnica nominalna 125 mm, średnica zewnętrzna 133 mm, grubość ścianki 4,0 mm",Material,Zaopatrzenie w ciepło i rurociągi gazowe – rurociągi zewnętrzne,Sztuka,16.159176,16.159176,16.159176,16.159176,1,PLN,323.18352,20.0,1,1,Zaopatrzenie w ciepło i rurociągi gazowe – rurociągi zewnętrzne,RIPU,GAZOCIĄGI W MIASTACH I OSIEDLACH,ZAMYKANIE I ZAMKNIĘCIE CZYNNYCH INSTALACJI GAZOWYCH
RITO-VO-KAPU-KAME_KAKARITO,"Eliptyczny korek, stal klasy 20, ciśnienie nominalne 10 MPa, średnica nominalna 100 mm, średnica zewnętrzna 108 mm, grubość ścianki 4,0 mm",Material,Zaopatrzenie w ciepło i rurociągi gazowe – rurociągi zewnętrzne,Sztuka,9.679824000000002,9.679824000000002,9.679824000000002,9.679824000000002,1,PLN,193.59648000000004,20.0,1,1,Zaopatrzenie w ciepło i rurociągi gazowe – rurociągi zewnętrzne,RIPU,GAZOCIĄGI W MIASTACH I OSIEDLACH,ZAMYKANIE I ZAMKNIĘCIE CZYNNYCH INSTALACJI GAZOWYCH
